saleprice,address,sqft,date,bathrooms,bedrooms,studio,floor
754828.0963,178 east 80th street,,2007-09-05,1,1,0,22
713410.0505,178 east 80th street,,2007-05-22,1,1,0,22
1044181.615,178 east 80th street,1000,2006-06-13,2,2,0,23
1026788.623,178 east 80th street,1000,2010-05-13,2,2,0,23
1352948.537,178 east 80th street,1000,2015-11-06,2,2,0,23
510934.2129,178 east 80th street,600,2013-01-03,1,1,0,23
639595.179,178 east 80th street,600,2017-06-06,1,1,0,23
583440.0689,178 east 80th street,650,2006-12-05,1,1,0,23
564287.7196,178 east 80th street,650,2014-06-23,1,1,0,23
625441.4108,178 east 80th street,,2015-12-29,1,1,0,23
1604857.643,178 east 80th street,,2012-01-10,3,3,0,24
611023.5915,178 east 80th street,,2005-09-30,1,1,0,24
585299.1655,178 east 80th street,,2011-09-07,1,1,0,24
577249.6111,178 east 80th street,620,2009-07-30,1,1,0,24
630598.2981,178 east 80th street,620,2018-07-02,1,1,0,24
458946.6088,178 east 80th street,850,2004-12-16,1,1,0,25
775570.9836,178 east 80th street,850,2010-03-16,1,1,0,25
618425.6958,178 east 80th street,620,2010-12-17,1,1,0,25
602800.6961,178 east 80th street,620,2014-04-02,1,1,0,25
656812.9077,178 east 80th street,,2015-10-05,1,1,0,25
1738562.308,178 east 80th street,1600,2007-05-22,3,4,0,2
1518001.142,178 east 80th street,1600,2010-06-01,3,4,0,2
566231.185,178 east 80th street,600,2006-08-16,1,1,0,2
520786.6001,178 east 80th street,600,2011-08-15,1,1,0,2
494702.1989,178 east 80th street,,2015-08-11,1,1,0,2
2415764.748,178 east 80th street,2300,2013-08-29,3,5,0,3
564316.6845,178 east 80th street,,2004-02-05,1,1,0,3
463586.9233,178 east 80th street,,2014-01-06,1,1,0,3
496364.1978,178 east 80th street,,2014-06-27,1,1,0,3
610000,178 east 80th street,,2017-12-18,1,1,0,3
579848.9185,178 east 80th street,,2005-09-22,1,1,0,4
634258.3277,178 east 80th street,,2008-09-04,1,1,0,4
523117.4948,178 east 80th street,,2005-02-25,1,1,0,4
519307.4972,178 east 80th street,,2011-10-31,1,1,0,4
1039874.728,178 east 80th street,,2005-03-28,1,1,0,5
544204.1581,178 east 80th street,,2005-05-03,1,1,0,5
533667.8171,178 east 80th street,,2013-04-05,1,1,0,5
525128.2232,178 east 80th street,,2011-09-23,1,1,0,5
988898.2199,178 east 80th street,,2005-02-17,2,2,0,6
1226664.175,178 east 80th street,,2014-08-06,2,2,0,6
666509.9315,178 east 80th street,,2011-07-25,1,1,0,6
749225.3442,178 east 80th street,,2013-02-14,1,1,0,6
529170.894,178 east 80th street,,2005-10-03,1,1,0,6
420963.9623,178 east 80th street,,2003-12-03,1,1,0,7
562022.967,178 east 80th street,,2006-07-31,1,1,0,7
792345.7299,178 east 80th street,850,2015-10-15,1,1,0,7
452846.2944,178 east 80th street,,2005-01-04,1,1,0,7
559932.1228,178 east 80th street,,2009-07-23,1,1,0,7
638949.6537,178 east 80th street,,2016-01-11,1,1,0,7
578975.2135,178 east 80th street,,2005-10-07,1,1,0,7
579290.86,178 east 80th street,,2015-09-28,1,1,0,7
765126.5432,178 east 80th street,1000,2004-01-05,2,2,0,8
1019157.215,178 east 80th street,1000,2007-05-04,2,2,0,8
726896.4506,178 east 80th street,,2007-12-20,1,1,0,8
423310.1387,178 east 80th street,600,2004-04-08,1,1,0,8
570573.8347,178 east 80th street,600,2013-06-19,1,1,0,8
613196.2062,178 east 80th street,600,2019-01-08,1,1,0,8
2006117.701,178 east 80th street,1350,2008-01-07,3,2,0,8
1866363.011,178 east 80th street,1350,2013-06-21,3,2,0,8
1576402.57,178 east 80th street,1350,2017-03-28,3,2,0,8
1086609.928,178 east 80th street,1000,2008-07-28,2,2,0,9
1226732.61,178 east 80th street,1000,2015-07-14,2,2,0,9
622702.1417,178 east 80th street,,2004-07-07,1,1,0,9
522604.368,178 east 80th street,,2012-11-29,1,1,0,9
649680.1861,178 east 80th street,,2005-09-30,1,1,0,9
514815.1312,178 east 80th street,,2013-09-12,1,1,0,9
1983157.899,178 east 80th street,,2015-09-17,2,3,0,0
2563588.308,178 east 80th street,,2017-10-04,2,3,0,0
643810.6889,178 east 80th street,600,2003-05-30,1,3,0,0
9586585.512,2 east 80th street,6850,2003-02-13,6,6,0,2
1591538.661,201 east 80th street,1234,2019-02-28,2,2,0,10
3038953.312,201 east 80th street,2139,2004-11-08,3,3,0,10
4052707.495,201 east 80th street,2139,2005-09-29,3,3,0,10
2660433.998,201 east 80th street,2082,2003-06-30,3,3,0,11
2162314.144,201 east 80th street,1915,2004-01-30,3,3,0,11
2056818.96,201 east 80th street,1498,2007-08-13,2,2,0,11
1700377.724,201 east 80th street,1498,2008-12-11,2,2,0,11
1982665.253,201 east 80th street,1234,2009-01-20,2,2,0,11
1809496.35,201 east 80th street,1234,2013-07-02,2,2,0,11
2032589.048,201 east 80th street,1948,2006-07-28,3,3,0,11
3340262.914,201 east 80th street,1948,2007-09-21,3,3,0,11
3019001.557,201 east 80th street,2174,2012-08-24,3,3,0,11
2811969.209,201 east 80th street,2197,2011-06-17,3,3,0,12
2110708.483,201 east 80th street,1750,2010-02-22,2,2,0,12
2799744.447,201 east 80th street,1949,2003-12-01,3,3,0,12
3384790.083,201 east 80th street,1949,2016-10-06,3,3,0,12
3095469.447,201 east 80th street,2160,2004-05-06,3,3,0,12
3237035.41,201 east 80th street,2160,2018-12-20,3,3,0,12
2465104.284,201 east 80th street,1722,2005-08-09,,2,0,14
2775498.551,201 east 80th street,1948,2004-09-30,3,3,0,14
2739461.241,201 east 80th street,2200,2003-07-25,3,3,0,14
3395050.048,201 east 80th street,2200,2008-08-11,3,3,0,14
3719169.574,201 east 80th street,2250,2018-04-03,3,3,0,15
2037588.506,201 east 80th street,1497,2014-03-20,2,2,0,15
3398039.361,201 east 80th street,2250,2005-09-30,3,4,0,16
4002982.488,201 east 80th street,2250,2014-07-30,3,4,0,16
3792468.129,201 east 80th street,1920,2005-08-11,3,3,0,17
1430771.39,201 east 80th street,1346,2012-01-12,2,2,0,17
2617225.263,201 east 80th street,1346,2015-05-06,2,2,0,17
2316622.106,201 east 80th street,1346,2019-03-04,2,2,0,17
3087652.465,201 east 80th street,2180,2011-06-15,3,4,0,17
2767549.721,201 east 80th street,1722,2013-06-21,2,3,0,17
5873366.52,201 east 80th street,3472,2005-03-04,3,3,0,19
5809359.255,201 east 80th street,3500,2011-02-17,5,4,0,21
7505598.63,201 east 80th street,3500,2015-04-07,5,4,0,21
3354658.425,201 east 80th street,3472,2016-06-23,,2,0,22
5015285.441,201 east 80th street,3500,2010-01-15,4,4,0,23
6154011.785,201 east 80th street,3472,2006-02-28,5,4,0,24
7793523.551,201 east 80th street,3472,2015-05-20,5,4,0,24
2880890.023,201 east 80th street,3564,2011-06-09,3,4,0,3
2385871.54,201 east 80th street,1902,2018-02-21,3,3,0,3
1939489.622,201 east 80th street,1873,2010-05-24,3,3,0,3
974331.212,201 east 80th street,897,2006-08-25,1,1,0,3
875529.997,201 east 80th street,897,2011-12-14,1,1,0,3
2394289.004,201 east 80th street,1702,2006-10-06,1,2,0,3
923072.3877,201 east 80th street,760,2008-09-17,1,1,0,4
2990435.5,201 east 80th street,1873,2006-12-14,3,3,0,4
2413407.294,201 east 80th street,1450,2014-12-18,2,2,0,4
1821809.2,201 east 80th street,1704,2003-07-28,2,2,0,4
2519361.778,201 east 80th street,1704,2015-04-21,2,2,0,4
3227554.331,201 east 80th street,4110,2006-03-03,3,4,0,5
2755551.944,201 east 80th street,1889,2015-04-13,3,3,0,5
2742343.538,201 east 80th street,1889,2019-02-26,3,3,0,5
697861.8027,201 east 80th street,775,2005-05-06,1,1,0,5
966542.9228,201 east 80th street,897,2009-08-24,1,1,0,5
1675912.655,201 east 80th street,1400,2003-10-15,3,3,0,5
968808.7733,201 east 80th street,895,2009-05-06,,1,0,5
2112111.347,201 east 80th street,1704,2004-12-17,3,3,0,5
636158.698,201 east 80th street,760,2003-09-11,1,1,0,6
901345.1605,201 east 80th street,760,2006-02-14,1,1,0,6
939872.6034,201 east 80th street,760,2017-08-10,1,1,0,6
1587413.02,201 east 80th street,1323,2004-04-12,2,2,0,6
1800220.846,201 east 80th street,1323,2013-11-14,2,2,0,6
2904689.285,201 east 80th street,1889,2014-05-16,3,3,0,6
782576.5891,201 east 80th street,897,2007-04-16,1,1,0,6
1008111.387,201 east 80th street,897,2009-04-10,1,1,0,6
1253972.71,201 east 80th street,897,2014-06-03,1,1,0,6
1184551.674,201 east 80th street,897,2018-06-14,1,1,0,6
1678360.3,201 east 80th street,1400,2004-09-21,2,2,0,6
2317459.872,201 east 80th street,1723,2008-04-18,2,2,0,6
3117098.373,201 east 80th street,2144,2006-09-15,3,4,0,7
2026472.568,201 east 80th street,1400,2006-02-02,2,2,0,7
2507931.004,201 east 80th street,1723,2008-06-27,2,3,0,7
2212483.21,201 east 80th street,1723,2011-04-14,2,3,0,7
668360.5392,201 east 80th street,758,2003-02-28,1,1,0,8
805452.4357,201 east 80th street,758,2009-08-31,1,1,0,8
949647.9413,201 east 80th street,758,2016-12-05,1,1,0,8
1749639.129,201 east 80th street,1323,2018-02-20,2,2,0,8
1589958.311,201 east 80th street,1492,2004-03-01,2,3,0,8
1523692.659,201 east 80th street,1227,2012-07-24,2,2,0,8
2620517.97,201 east 80th street,2173,2004-08-12,3,3,0,8
677344.1838,201 east 80th street,2144,2016-08-19,3,4,0,9
2609546.997,201 east 80th street,2012,2018-02-22,3,3,0,9
1986187.281,201 east 80th street,1497,2006-03-01,2,2,0,9
1512854.541,201 east 80th street,1497,2009-05-26,2,2,0,9
2588954.257,201 east 80th street,2200,2009-08-10,3,3,0,9
3441598.676,201 east 80th street,2200,2013-11-15,3,3,0,9
1758228.326,215 east 80th street,1869,2011-04-13,1,1,0,10
1574177.749,215 east 80th street,1308,2005-06-17,2,3,0,10
743573.6828,215 east 80th street,759,2004-12-23,2,3,0,10
1029512.137,215 east 80th street,867,2016-08-31,1,1,0,10
1349449.944,215 east 80th street,1300,2012-05-17,2,2,0,10
1755755.701,215 east 80th street,1300,2019-03-07,2,2,0,10
2084654.402,215 east 80th street,1660,2017-01-11,2,3,0,10
588306.2844,215 east 80th street,649,2004-08-24,1,1,0,10
723880.0853,215 east 80th street,649,2008-06-03,1,1,0,10
2338066.552,215 east 80th street,1628,2007-05-23,2,3,0,11
996842.1431,215 east 80th street,1628,2014-12-03,2,3,0,11
1558711.035,215 east 80th street,1274,2007-05-09,2,2,0,11
1259490.829,215 east 80th street,1274,2009-10-15,2,2,0,11
736082.7905,215 east 80th street,980,2008-01-22,2,3,0,12
1069992.147,215 east 80th street,1028,2014-09-22,1,1,0,12
620971.6098,215 east 80th street,615,2009-08-10,2,3,0,12
638227.5068,215 east 80th street,775,2003-08-20,1,1,0,12
1066243.481,215 east 80th street,970,2007-01-22,1,2,0,12
1549345.649,215 east 80th street,1359,2010-07-19,2,2,0,12
826760.6465,215 east 80th street,759,2005-07-12,1,1,0,13
964368.1581,215 east 80th street,759,2015-10-15,1,1,0,13
1046896.929,215 east 80th street,980,2004-08-06,1,1,0,13
846459.2112,215 east 80th street,962,2004-06-30,2,3,0,13
1089837.947,215 east 80th street,962,2007-03-28,2,3,0,13
652457.6003,215 east 80th street,649,2013-10-16,1,,1,13
567093.7908,215 east 80th street,610,2003-02-20,,1,0,13
1083578.02,215 east 80th street,1324,2011-09-08,2,3,0,2
1749373.65,215 east 80th street,1324,2015-02-13,2,2,0,2
744168.1419,215 east 80th street,867,2004-08-31,2,3,0,2
945556.5359,215 east 80th street,1336,2010-07-19,2,2,0,2
1567556.715,215 east 80th street,1336,2018-06-25,2,2,0,2
1582477.279,215 east 80th street,1297,2018-05-07,2,2,0,2
1033934.495,215 east 80th street,1663,2006-08-03,2,3,0,2
547598.3628,215 east 80th street,649,2005-02-23,2,3,0,2
812921.6529,215 east 80th street,900,2012-05-17,1,1,0,3
1442421.992,215 east 80th street,1308,2006-09-13,2,2,0,3
1503498.846,215 east 80th street,1308,2012-04-24,2,2,0,3
881628.9515,215 east 80th street,985,2004-09-10,1,2,0,3
1083038.886,215 east 80th street,985,2006-09-12,1,2,0,3
812587.6831,215 east 80th street,985,2012-03-22,1,2,0,3
916859.8182,215 east 80th street,756,2017-10-10,1,1,0,3
1705115.618,215 east 80th street,1660,2010-03-29,2,3,0,3
2055461.051,215 east 80th street,1660,2018-04-03,2,3,0,3
508249.4881,215 east 80th street,649,2004-07-19,1,1,0,3
574214.425,215 east 80th street,649,2009-09-30,1,1,0,3
671683.5926,215 east 80th street,615,2006-01-31,1,,1,4
562185.2938,215 east 80th street,615,2010-09-15,1,,1,4
1040496.269,215 east 80th street,985,2006-06-13,1,2,0,4
1162536.865,215 east 80th street,985,2016-11-16,1,2,0,4
1172027.595,215 east 80th street,985,2018-11-19,1,2,0,4
692311.1574,215 east 80th street,759,2010-03-12,1,2,0,4
753825.8036,215 east 80th street,867,2008-08-28,1,1,0,4
685861.9736,215 east 80th street,649,2007-12-10,1,3,0,4
706701.2484,215 east 80th street,649,2016-01-05,1,3,0,4
863878.033,215 east 80th street,900,2005-06-10,1,1,0,5
1027388.806,215 east 80th street,900,2016-09-19,1,1,0,5
563395.6205,215 east 80th street,650,2009-07-14,1,3,0,5
1094969.081,215 east 80th street,985,2005-11-10,1,2,0,5
1106286.976,215 east 80th street,985,2014-01-16,1,2,0,5
1316058.305,215 east 80th street,985,2016-06-13,1,2,0,5
813441.2307,215 east 80th street,759,2007-06-28,2,3,0,5
801773.8785,215 east 80th street,867,2013-05-23,2,3,0,5
1056569.127,215 east 80th street,1274,2013-03-12,2,2,0,5
650724.4826,215 east 80th street,649,2005-12-21,1,3,0,5
549709.9358,215 east 80th street,649,2013-04-29,1,3,0,5
851519.4473,215 east 80th street,884,2005-05-23,2,3,0,6
1412175.557,215 east 80th street,1300,2005-03-30,2,2,0,6
1659430.464,215 east 80th street,1300,2014-01-29,2,2,0,6
1118294.953,215 east 80th street,985,2014-06-02,1,2,0,6
860420.9759,215 east 80th street,785,2005-09-30,1,1,0,6
703543.6688,215 east 80th street,785,2011-06-22,1,1,0,6
807006.2011,215 east 80th street,867,2012-11-30,1,1,0,6
481693.6157,215 east 80th street,1400,2003-03-07,2,2,0,6
1199304.838,215 east 80th street,1400,2003-11-14,2,2,0,6
1088799.25,215 east 80th street,1300,2004-02-20,2,2,0,6
1575035.004,215 east 80th street,1300,2007-09-06,2,2,0,6
735263.3688,215 east 80th street,649,2018-03-30,1,,1,6
1259520.548,215 east 80th street,1325,2010-01-19,2,2,0,7
683779.0873,215 east 80th street,615,2006-02-14,1,,1,7
604138.0495,215 east 80th street,615,2014-01-14,1,,1,7
1276870.535,215 east 80th street,1328,2005-02-07,2,3,0,7
859959.1288,215 east 80th street,985,2004-11-18,1,1,0,7
829865.8565,215 east 80th street,985,2012-06-27,1,1,0,7
1098757.78,215 east 80th street,1300,2004-02-03,2,2,0,7
1487757.943,215 east 80th street,1300,2013-06-20,2,2,0,7
1883643.715,215 east 80th street,1300,2015-08-20,2,2,0,7
523069.799,215 east 80th street,660,2004-07-21,1,,1,7
675873.9637,215 east 80th street,660,2007-06-22,1,,1,7
1110180.866,215 east 80th street,884,2007-08-15,2,3,0,8
1402580.448,215 east 80th street,1328,2013-12-17,2,3,0,8
668689.5925,215 east 80th street,985,2003-06-30,1,2,0,8
1092424.397,215 east 80th street,985,2006-12-27,1,2,0,8
1118377.284,215 east 80th street,985,2018-02-12,1,2,0,8
502773.7966,215 east 80th street,867,2003-10-07,1,1,0,8
816269.3059,215 east 80th street,867,2013-02-28,1,1,0,8
1124370.588,215 east 80th street,1274,2010-09-21,2,2,0,8
1908875.625,215 east 80th street,1663,2005-08-30,2,3,0,8
557422.0832,215 east 80th street,650,2012-07-13,1,1,0,8
1299216.464,215 east 80th street,1308,2004-06-30,2,3,0,9
860577.3882,215 east 80th street,985,2010-01-28,1,1,0,9
652832.1313,215 east 80th street,756,2012-08-29,1,1,0,9
1850879.377,215 east 80th street,1258,2017-05-30,2,2,0,9
1657764.196,215 east 80th street,1663,2004-07-16,2,3,0,9
2116460.343,215 east 80th street,1663,2007-11-08,2,3,0,9
578521.5644,215 east 80th street,649,2005-02-10,1,1,0,9
655482.3578,215 east 80th street,649,2007-02-07,1,1,0,9
641018.2158,215 east 80th street,649,2013-05-16,1,1,0,9
558465.4997,215 east 80th street,980,2004-07-20,2,3,0,0
2289491.021,215 east 80th street,980,2005-07-26,2,3,0,0
693505.0395,215 east 80th street,980,2018-09-21,2,3,0,0
1173043.696,215 east 80th street,1326,2011-02-14,2,3,0,0
749301.0258,215 east 80th street,805,2003-02-18,1,1,0,0
971131.4981,215 east 80th street,805,2004-06-30,1,1,0,0
943713.1717,215 east 80th street,805,2011-07-12,1,1,0,0
898761.7733,215 east 80th street,911,2012-07-18,2,3,0,0
764959.3938,222 east 80th street,,2003-06-30,1,1,0,10
439678.3516,222 east 80th street,750,2004-12-06,1,1,0,10
593164.1261,222 east 80th street,750,2007-09-05,1,1,0,10
442594.6568,222 east 80th street,750,2013-06-27,1,1,0,10
918151.8519,222 east 80th street,,2004-11-08,2,2,0,10
720205.1479,222 east 80th street,,2016-08-25,1,1,0,10
2099743.78,222 east 80th street,,2004-06-13,3,3,0,10
559029.3617,222 east 80th street,,2010-05-06,2,2,0,11
710229.5715,222 east 80th street,,2006-04-20,1,1,0,11
545727.429,222 east 80th street,850,2004-02-24,1,1,0,11
870347.4076,222 east 80th street,850,2016-01-20,1,1,0,11
792066.5857,222 east 80th street,1100,2007-01-30,1,1,0,11
737341.7516,222 east 80th street,1100,2011-02-14,1,1,0,11
512651.1339,222 east 80th street,600,2010-07-21,1,,1,11
466473.5798,222 east 80th street,550,2005-08-08,1,1,0,11
489024.6931,222 east 80th street,550,2009-08-24,1,1,0,11
494650.6217,222 east 80th street,550,2014-02-06,1,1,0,11
494717.6873,222 east 80th street,,2003-05-29,1,1,0,12
507615.2214,222 east 80th street,,2017-06-16,1,,1,12
580279.9673,222 east 80th street,1150,2003-07-01,2,2,0,1
689284.9812,222 east 80th street,1150,2009-10-01,2,2,0,1
1025184.724,222 east 80th street,1150,2016-08-16,2,2,0,1
469404.7503,222 east 80th street,550,2008-05-20,1,1,0,1
664243.2412,222 east 80th street,,2012-07-10,1,1,0,1
577261.5243,222 east 80th street,,2008-07-18,1,1,0,1
531394.5929,222 east 80th street,,2012-07-10,1,1,0,1
486331.3371,222 east 80th street,,2005-04-13,1,1,0,2
748694.2953,222 east 80th street,,2005-06-29,1,1,0,2
723994.2672,222 east 80th street,1100,2003-10-08,2,2,0,2
1071252.645,222 east 80th street,1100,2017-08-14,2,2,0,2
496066.5688,222 east 80th street,,2004-04-13,1,1,0,2
1691611.45,222 east 80th street,,2018-10-12,2,4,0,2
481051.2702,222 east 80th street,,2008-07-25,2,4,0,2
780979.6209,222 east 80th street,900,2007-09-27,1,1,0,3
1047469.014,222 east 80th street,,2005-09-07,1,1,0,3
446172.9043,222 east 80th street,,2006-09-14,1,1,0,4
529476.7194,222 east 80th street,,2013-11-19,1,1,0,4
502322.2088,222 east 80th street,,2004-01-07,2,2,0,4
508016.9862,222 east 80th street,,2010-11-02,,1,0,4
846459.2112,222 east 80th street,,2004-06-16,1,1,0,5
563284.6642,222 east 80th street,587,2008-03-10,1,1,0,5
663560.5591,222 east 80th street,,2014-06-05,1,1,0,5
905220.1356,222 east 80th street,,2004-11-04,1,2,0,5
545503.7038,222 east 80th street,,2009-09-10,1,1,0,6
633653.2686,222 east 80th street,850,2007-01-04,1,1,0,6
549925.686,222 east 80th street,850,2011-07-13,1,1,0,6
784225.3967,222 east 80th street,850,2016-12-28,1,1,0,6
1203222.499,222 east 80th street,1150,2008-03-20,2,2,0,6
1286225.717,222 east 80th street,1150,2015-08-10,2,2,0,6
600267.1296,222 east 80th street,1650,2008-02-27,2,3,0,7
1436952.984,222 east 80th street,1650,2013-07-31,2,3,0,7
1716358.403,222 east 80th street,1650,2018-11-13,2,3,0,7
714248.1642,222 east 80th street,1650,2005-08-02,2,3,0,7
913522.9158,222 east 80th street,,2005-02-02,2,2,0,7
1220042.667,222 east 80th street,,2013-10-03,2,2,0,7
535396.434,222 east 80th street,650,2005-10-26,1,1,0,7
1043916.348,222 east 80th street,1200,2007-02-20,2,2,0,7
508926.9584,222 east 80th street,900,2003-09-17,1,1,0,7
730066.0454,222 east 80th street,900,2008-07-09,1,1,0,7
499943.8109,222 east 80th street,550,2017-05-11,1,,1,7
598483.5351,222 east 80th street,712,2008-06-17,1,1,0,8
486409.4863,222 east 80th street,712,2013-05-17,1,1,0,8
1215998.956,222 east 80th street,,2018-10-09,2,2,0,8
498275.7928,222 east 80th street,600,2007-12-19,1,1,0,8
571932.0333,222 east 80th street,,2013-05-13,1,1,0,8
558534.9606,222 east 80th street,,2015-02-04,1,2,0,8
594649.7841,222 east 80th street,900,2013-08-29,1,2,0,9
1065361.628,222 east 80th street,1100,2007-10-05,2,2,0,9
911134.6329,222 east 80th street,1100,2013-07-31,2,2,0,9
538059.3436,222 east 80th street,850,2004-06-24,1,1,0,9
615911.6068,222 east 80th street,850,2009-12-11,1,1,0,9
1776760.664,222 east 80th street,,2016-12-29,2,3,0,9
465833.6177,222 east 80th street,,2013-11-14,1,1,0,0
449827.5338,222 east 80th street,,2015-05-21,1,,1,0
764959.3938,222 east 80th street,94404,2003-06-30,1,1,0,0
737968.3492,222 east 80th street,94404,2014-07-16,1,1,0,0
916341.794,315 east 80th street,1100,2006-07-18,1,2,0,1
458592.054,315 east 80th street,709,2013-06-27,1,1,0,1
520501.578,315 east 80th street,700,2004-12-01,1,1,0,2
628418.336,315 east 80th street,700,2015-01-07,1,1,0,2
793517.0787,315 east 80th street,,2014-10-20,1,1,0,2
686259.4704,315 east 80th street,,2007-04-02,1,2,0,2
692583.0785,315 east 80th street,,2015-08-05,1,2,0,2
1055081.126,315 east 80th street,1300,2007-06-27,1,3,0,2
453050.8568,315 east 80th street,,2014-01-10,1,1,0,2
650831.1262,315 east 80th street,700,2008-05-19,1,1,0,3
628330.4675,315 east 80th street,700,2017-10-17,1,1,0,3
437420.8917,315 east 80th street,,2015-08-17,1,1,0,3
872890.8451,315 east 80th street,,2004-12-10,1,3,0,3
1282991.258,315 east 80th street,,2013-06-12,1,3,0,3
658545.4917,315 east 80th street,,2008-02-04,1,3,0,3
636696.4099,315 east 80th street,,2013-06-12,1,3,0,3
520832.2896,315 east 80th street,,2005-08-15,1,1,0,4
775843.1456,315 east 80th street,,2010-12-28,1,1,0,4
493880.8871,315 east 80th street,,2014-05-29,1,1,0,4
554575.7071,315 east 80th street,750,2010-10-26,1,1,0,4
587719.1585,315 east 80th street,750,2013-11-25,1,1,0,4
788530.4139,315 east 80th street,1250,2003-02-20,1,3,0,4
1245859.404,315 east 80th street,1250,2015-10-15,1,3,0,4
1335536.429,315 east 80th street,,2005-07-25,1,1,0,4
1353921.808,315 east 80th street,,2015-08-14,1,1,0,5
581316.3656,315 east 80th street,750,2014-12-16,1,1,0,5
548980.3362,315 east 80th street,800,2004-04-20,1,1,0,5
575543.6211,315 east 80th street,800,2014-04-16,1,1,0,5
597794.0561,315 east 80th street,,2004-07-12,1,1,0,6
1068729.233,315 east 80th street,,2007-07-11,2,5,0,6
477408.0002,315 east 80th street,,2013-10-29,1,1,0,6
1011826.575,315 east 80th street,1250,2008-11-20,1,3,0,6
557901.5099,315 east 80th street,,2017-07-11,1,1,0,6
880864.9377,325 east 80th street,,2016-11-29,1,2,0,1
463015.4972,325 east 80th street,490,2005-12-15,1,1,0,1
445758.0863,325 east 80th street,490,2016-02-29,1,1,0,1
400263.658,325 east 80th street,1575,2004-06-04,1,1,0,1
563816.705,325 east 80th street,1575,2009-08-06,1,1,0,1
488278.2688,325 east 80th street,1575,2013-09-16,1,1,0,1
816068.283,325 east 80th street,1575,2010-06-24,1,2,0,1
847549.8274,325 east 80th street,,2014-05-19,1,2,0,2
565955.6197,325 east 80th street,700,2006-01-12,1,2,0,2
624821.3633,325 east 80th street,700,2015-07-24,1,2,0,2
1014763.009,325 east 80th street,,2005-10-31,1,2,0,2
1177865.411,325 east 80th street,,2006-12-21,1,2,0,2
839446.0153,325 east 80th street,,2014-12-23,1,2,0,2
839446.0153,325 east 80th street,900,2014-12-22,1,2,0,2
571882.892,325 east 80th street,,2007-04-25,1,1,0,2
618277.1801,325 east 80th street,,2017-10-24,1,1,0,2
448659.2923,325 east 80th street,700,2003-09-17,1,1,0,3
578065.1121,325 east 80th street,700,2006-04-19,1,1,0,3
544106.062,325 east 80th street,700,2014-05-13,1,1,0,3
513609.4089,325 east 80th street,660,2010-06-10,1,1,0,3
866500.2669,325 east 80th street,900,2014-03-04,1,2,0,3
932992.843,325 east 80th street,,2015-12-21,1,2,0,3
839446.0153,325 east 80th street,,2014-12-22,1,2,0,4
863192.4428,325 east 80th street,,2018-09-18,1,2,0,4
459273.0886,325 east 80th street,,2014-07-31,1,1,0,4
785070.9337,325 east 80th street,900,2013-10-30,1,2,0,4
885256.5665,325 east 80th street,900,2015-08-18,1,2,0,4
809320.1909,325 east 80th street,,2005-10-06,1,2,0,5
872815.8866,325 east 80th street,,2013-07-31,1,2,0,5
598193.0346,325 east 80th street,,2018-10-18,1,1,0,5
863935.1232,325 east 80th street,,2008-05-30,1,1,0,5
809783.3049,325 east 80th street,,2018-03-15,1,2,0,5
1504954.979,325 east 80th street,,2007-04-23,1,2,0,5
835620.007,325 east 80th street,,2007-08-15,1,2,0,6
934398.4293,325 east 80th street,,2008-09-04,1,2,0,6
511271.2322,325 east 80th street,,2004-07-27,1,1,0,6
566132.0624,325 east 80th street,,2005-09-13,1,1,0,6
615227.2746,325 east 80th street,,2017-01-25,1,1,0,6
1019343.741,325 east 80th street,,2008-09-04,1,1,0,6
626315.8763,325 east 80th street,700,2016-05-05,1,1,0,6
866030.6111,325 east 80th street,840,2015-04-23,1,2,0,6
648193.6499,325 east 80th street,,2004-04-13,1,1,0,6
519260.3499,325 east 80th street,,2006-07-19,1,1,0,6
518905.1997,330 east 80th street,725,2006-09-28,1,1,0,1
500557.2943,330 east 80th street,,2005-12-15,1,1,0,2
575040.3348,330 east 80th street,,2017-08-31,1,1,0,2
979042.6975,330 east 80th street,1200,2006-05-30,2,2,0,2
660758.0657,330 east 80th street,760,2016-09-27,1,1,0,2
666269.7133,330 east 80th street,900,2008-04-23,1,2,0,2
654004.6536,330 east 80th street,900,2012-12-27,1,2,0,2
407189.6378,330 east 80th street,900,2018-06-15,1,2,0,2
477527.1952,330 east 80th street,,2012-09-21,3,3,0,7
884514.4905,330 east 80th street,,2012-12-13,2,2,0,3
494300.3281,330 east 80th street,,2005-11-21,1,1,0,3
1056056.695,330 east 80th street,,2012-12-19,1,2,0,3
745602.4866,330 east 80th street,875,2016-09-20,1,1,0,3
737524.6506,330 east 80th street,,2014-01-31,1,2,0,3
876925.7583,330 east 80th street,,2018-07-26,1,2,0,3
518374.4687,330 east 80th street,,2014-01-13,1,1,0,4
702408.9632,330 east 80th street,,2016-09-26,1,1,0,4
835320.265,330 east 80th street,,2011-06-29,2,2,0,4
497431.7025,330 east 80th street,,2018-07-09,,1,0,4
514511.5094,330 east 80th street,900,2003-12-23,1,1,0,4
686358.1189,330 east 80th street,900,2008-09-29,1,1,0,4
465067.1289,330 east 80th street,,2003-03-27,1,1,0,5
635706.5248,330 east 80th street,,2006-11-20,1,1,0,5
541906.361,330 east 80th street,450,2016-06-09,1,1,0,5
595125.6345,330 east 80th street,750,2008-08-13,1,1,0,5
545509.9292,330 east 80th street,750,2013-07-15,1,1,0,5
406782.9675,330 east 80th street,,2008-02-08,3,3,0,5
