address,yearbuilt,numunits,stories,longitude,latitude,grandcentralwalkingdist,centralparkwalkingdist,closest_pre,closest_post,zipcode,group
210 east 84th street,1910,79,5,-73.954239,40.7771,2.1984167,0.50455469,0.23363616,0.10998297,10028,Second Ave
210 east 88th street,1930,20,5,-73.952309,40.779709,2.4047124,0.5399729,0.22866517,0.20256752,10128,Second Ave
210 east 90th street,1910,16,5,-73.951401,40.78096,2.5047536,0.441796,0.3280848,0.29390931,10128,Second Ave
212 east 70th street,1900,16,4,-73.960762,40.767979,1.4863236,0.48715621,0.23612164,0.13856612,10021,Second Ave
212 east 77th street,1950,39,5,-73.957443,40.772518,1.8429916,0.48280662,0.13173102,0.13173102,10021,Second Ave
212 east 84th street,1910,79,5,-73.954163,40.777069,2.1984167,0.50455469,0.23363616,0.10998297,10028,Second Ave
212 east 88th street,1930,20,5,-73.952232,40.779678,2.4096835,0.54432249,0.23301478,0.19759654,,Second Ave
212 east 95th street,2007,22,10,-73.949074,40.783951,2.7570307,0.50331193,0.18951869,0.096312776,10128,Second Ave
213 east 71st street,1910,3,4,-73.96019,40.768799,1.5329266,0.53438056,0.28334597,0.14540122,10021,Second Ave
213 east 77th street,1930,30,6,-73.957237,40.772781,1.8405061,0.48032114,0.1298669,0.1298669,10075,Second Ave
213 east 88th street,1920,20,5,-73.95211,40.77985,2.4090621,0.54432249,0.23301478,0.1982179,10128,Second Ave
214 east 70th street,1880,4,5,-73.96067,40.767941,1.4925373,0.49274859,0.24233536,0.1323524,10021,Second Ave
214 east 84th street,1910,80,5,-73.954079,40.777031,2.1984167,0.50455469,0.23363616,0.10998297,10028,Second Ave
214 east 88th street,1930,20,5,-73.952141,40.77964,2.4140332,0.54929352,0.23798576,0.19324692,10128,Second Ave
215 east 72nd street,1929,32,15,-73.959763,40.769562,1.582015,0.58284765,0.33243442,0.074564725,10021,Second Ave
215 east 73rd street,1930,71,10,-73.959068,40.7701,1.6522301,0.61578035,0.34237638,0.13483788,10021,Second Ave
215 east 79th street,1947,87,15,-73.956322,40.77404,1.9567027,0.46167994,0.2460636,0.2460636,10075,Second Ave
215 east 80th street,1963,145,13,-73.955856,40.7747,1.9995775,0.483428,0.28893831,0.25786969,10028,Second Ave
215 east 81st street,1974,40,8,-73.955551,40.775391,2.0455592,0.53003097,0.3349199,0.2118881,10028,Second Ave
215 east 88th street,1920,20,5,-73.952026,40.779819,2.4146545,0.5499149,0.23860712,0.19262555,10128,Second Ave
215 east 96th street,2005,261,41,-73.94838,40.785042,2.8148184,0.45484483,0.1435371,0.091341794,10029,Second Ave
215 east 98th street,1911,,,-73.948425,40.786591,2.8639069,0.46105856,0.19262555,0.19262555,10029,Lexington Ave
216 east 75th street,1986,8,4,-73.958328,40.771229,1.7435719,0.50704014,0.23363616,0.23363616,10021,Second Ave
218 east 82nd street,1920,20,5,-73.955101,40.775791,2.1014826,0.58533311,0.33678403,0.15658593,10028,Second Ave
219 east 67th street,1916,5,6,-73.961517,40.76622,1.3626704,0.48653486,0.2118881,0.16777064,10065,Second Ave
219 east 83rd street,1920,6,5,-73.954353,40.77652,2.1598916,0.56607056,0.29577342,0.097555518,10028,Second Ave
22 east 82nd street,1900,9,6,-73.961128,40.778339,1.9809363,0.22183007,0.4032709,0.4032709,10028,Madison Ave
22 east 88 street,1927,72,13,-73.958191,40.7822,2.2841661,0.18454771,0.2982589,0.2982589,10128,Madison Ave
220 east 60th street,1965,137,13,-73.965317,40.761711,0.99419636,0.49088445,0.062137272,0.062137272,,Second Ave
220 east 65th street,1978,281,26,-73.963654,40.765079,1.2644935,0.55488586,0.26408342,0.23984988,10065,Second Ave
220 east 67th street,1964,115,14,-73.962173,40.766121,1.3496215,0.47348604,0.19883928,0.18081947,10065,Second Ave
220 east 73rd street,1932,92,13,-73.958946,40.769829,1.6652789,0.62882918,0.35542521,0.12178905,10021,Second Ave
220 east 82nd street,1910,20,5,-73.955017,40.775749,2.1058321,0.5896827,0.341755,0.15223633,10028,Second Ave
220 east 87th street,1960,44,5,-73.952682,40.779041,2.3612163,0.53438056,0.18516907,0.14540122,10028,Second Ave
221 east 76th street,1929,43,6,-73.957619,40.77198,1.8057091,0.46789366,0.19448967,0.19448967,10021,Second Ave
221 east 78th street,1948,54,6,-73.956779,40.773281,1.8927014,0.49896231,0.18206221,0.18206221,10075,Second Ave
222 east 71st street,1925,24,6,-73.959938,40.768471,1.5559174,0.55737132,0.30633676,0.12241043,10021,Second Ave
222 east 80th street,1962,95,12,-73.955818,40.77441,2.0120049,0.49585545,0.30136576,0.24544223,10075,Second Ave
222 east 82nd street,1928,48,6,-73.954903,40.77573,2.1226094,0.60583842,0.35791069,0.13545926,10028,Second Ave
222 east 95th street,1910,17,5,-73.948624,40.783909,2.7800217,0.5263027,0.2118881,0.073943354,10128,Second Ave
224 east 74th street,1910,22,6,-73.958687,40.77055,1.7050468,0.56669194,0.29328793,0.18579045,,Second Ave
225 east 73rd street,1932,88,13,-73.958748,40.76997,1.6696285,0.63255745,0.35915345,0.11806082,10021,Second Ave
225 east 74th street,1938,84,6,-73.957909,40.770451,1.7286589,0.59030408,0.3169001,0.16217828,10021,Second Ave
225 east 76th street,1962,47,7,-73.957413,40.7719,1.8162725,0.478457,0.205053,0.205053,10021,Second Ave
225 east 79th street,1930,80,17,-73.956017,40.773911,1.9666448,0.4716219,0.25538421,0.25538421,10075,Second Ave
225 east 81st street,2014,5,6,-73.9552,40.775219,2.0648217,0.54867214,0.35418245,0.19262555,10028,Second Ave
225 east 86th street,1981,60,13,-73.952759,40.778481,2.3208272,0.49336997,0.14850809,0.077671595,10028,Second Ave
226 east 95th street,1920,28,5,-73.94838,40.78381,2.792449,0.53873014,0.22431555,0.061515901,10128,Second Ave
227 east 67th street,2016,5,6,-73.961311,40.76598,1.3800689,0.50393331,0.22928654,0.15037221,,Second Ave
227 east 87th street,1920,20,5,-73.952332,40.779121,2.3748865,0.54867214,0.19946066,0.13173102,10128,Second Ave
229 east 79th street,1930,90,15,-73.95578,40.773811,1.982179,0.48653486,0.27091852,0.27091852,10075,Second Ave
229 east 81st street,1900,11,4,-73.95504,40.775162,2.0710354,0.55488586,0.35977483,0.18703319,10028,Second Ave
23 east 74th street,1929,78,16,-73.964767,40.773338,1.5708302,0.19324692,0.35293972,0.35293972,10021,Madison Ave
23 east 81st street,1939,8,6,-73.961563,40.77792,1.933712,0.1665279,0.41445562,0.41445562,10028,Madison Ave
230 east 63rd street,2013,6,6,-73.963341,40.763351,1.1781228,0.57849801,0.19200417,0.19200417,10065,Second Ave
230 east 71st street,1929,60,6,-73.95948,40.76828,1.5733157,0.57476979,0.32311383,0.10501199,10021,Second Ave
230 east 73rd street,1937,92,12,-73.958641,40.769699,1.6839201,0.64747041,0.37406638,0.10314787,10021,Second Ave
230 east 79th street,1964,110,19,-73.9561,40.773609,1.9747225,0.48839897,0.26346204,0.26346204,10075,Second Ave
230 east 97th   street,1920,,,-73.947266,40.785202,2.9061604,0.50331193,0.2348789,0.11122572,10029,Second Ave
231 east 88th street,1920,10,5,-73.951401,40.779549,2.4519367,0.58657587,0.27526811,0.15534319,10128,Second Ave
233 east 69th street,1957,204,16,-73.960274,40.767181,1.4863236,0.49523407,0.23674302,0.040389229,10021,Second Ave
233 east 70th street,1957,90,16,-73.959488,40.767681,1.5540532,0.55488586,0.30447266,0.070836492,10021,Second Ave
233 east 86th street,1983,57,22,-73.952568,40.7784,2.3313906,0.50393331,0.15907142,0.067108259,10028,Second Ave
233 east 88th street,1920,10,5,-73.951317,40.77951,2.4550438,0.59030408,0.27899635,0.15223633,10128,Second Ave
234 east 70th street,2011,8,9,-73.959839,40.767578,1.5422472,0.54245842,0.29204518,0.082642578,10021,Second Ave
234 east 84th street,2011,3,6,-73.953598,40.776691,2.2381847,0.54432249,0.273404,0.070215121,,Second Ave
235 east 73rd street,1936,84,13,-73.958427,40.769829,1.6882697,0.65182,0.37779462,0.099419639,10021,Second Ave
235 east 87th street,1962,139,12,-73.951897,40.778969,2.3953919,0.56917745,0.21996595,0.11122572,10128,Second Ave
236 east 78th street,1910,22,6,-73.956688,40.773041,1.9119639,0.51822484,0.2007034,0.2007034,10075,Second Ave
236 east 81st street,1910,6,6,-73.95475,40.774818,2.0977542,0.5816049,0.38649383,0.16031417,10028,Second Ave
237 east 72nd street,1910,4,3,-73.959068,40.76926,1.6242683,0.62510097,0.37406638,0.032311384,10021,Second Ave
237 east 79th street,1970,17,4,-73.955582,40.773731,1.9964706,0.50082642,0.28521007,0.26346204,10075,Second Ave
237 east 88th street,1920,20,5,-73.951157,40.779442,2.4656069,0.60086745,0.28955969,0.14167298,10128,Second Ave
238 east 74th street,1920,5,4,-73.95829,40.77037,1.7286589,0.59030408,0.3169001,0.16217828,10021,Second Ave
238 east 84th street,1962,22,5,-73.953438,40.776772,2.2443984,0.5499149,0.27961773,0.064622767,10028,Second Ave
239 east 79th street,1957,208,18,-73.955421,40.77367,2.0424521,0.54867214,0.33243442,0.21561635,10075,Second Ave
24 east 82nd street,1910,13,,-73.960938,40.778336,1.9709944,0.23177204,0.39332893,0.39332893,10028,Madison Ave
24 east 93rd street,1925,45,10,-73.95594,40.785332,2.5296085,0.24357811,0.34921148,0.34921148,10128,Madison Ave
240 east 76th street,1957,293,16,-73.956833,40.771431,1.8579044,0.52008897,0.24668498,0.23177204,10021,Second Ave
240 east 79th street,1929,64,16,-73.955887,40.773521,1.9840431,0.49771956,0.27278262,0.27278262,10075,Second Ave
241 east 76th street,1959,92,10,-73.956718,40.77161,1.8560404,0.51822484,0.24482086,0.23363616,10021,Second Ave
242 east 87th street,1941,49,5,-73.951981,40.778751,2.407198,0.58036214,0.23115066,0.10004101,10028,Second Ave
243 east 77th street,1910,14,6,-73.956718,40.77243,1.882138,0.52195311,0.17149888,0.17149888,10075,Second Ave
244 east 60th street,1940,18,5,-73.964539,40.761391,1.0407994,0.53748739,0.1093616,0.1093616,,Second Ave
244 east 90th street,1910,20,4,-73.950531,40.780602,2.5569489,0.49399132,0.38090149,0.24109262,10128,Second Ave
245 east 72nd street,1930,120,20,-73.958817,40.76918,1.640424,0.64125669,0.39084345,0.016155692,10021,Second Ave
245 east 87th street,1966,118,20,-73.951401,40.7789,2.4264605,0.59962469,0.25041321,0.080157086,10128,Second Ave
245 east 93rd street,1986,290,32,-73.948914,40.78265,2.7334187,0.63069332,0.31503597,0.044117466,10128,Second Ave
248 east 90th street,1911,20,,-73.950325,40.780594,2.5662694,0.50331193,0.38960069,0.2323934,10128,Second Ave
25 east 69th street,1920,13,6,-73.966209,40.769691,1.3260094,0.13794474,0.19759654,0.19759654,10021,Madison Ave
25 east 77th street,1927,10,15,-73.96347,40.775261,1.7218238,0.11992494,0.20318888,0.20318888,,Madison Ave
25 east 83rd street,1937,54,12,-73.960678,40.77924,2.0188401,0.205053,0.34299776,0.34299776,10028,Madison Ave
25 east 86th street,1926,110,15,-73.958961,40.78109,2.1816397,0.11868219,0.19573241,0.19573241,10028,Madison Ave
25 east end avenue,1928,39,15,-73.947273,40.771191,2.5140741,1.0004101,0.80281359,0.57787663,10075,York Ave
250 east 65th street,1963,88,14,-73.961983,40.76442,1.2999117,0.59030408,0.29950166,0.22928654,10065,Second Ave
250 east 87th street,1970,258,30,-73.951668,40.778542,2.4196255,0.59341097,0.24357811,0.086992182,10028,Second Ave
255 east 74th street,2008,87,31,-73.95755,40.77047,1.7516497,0.6132949,0.3398909,0.1391875,10021,Second Ave
259 east 87th street,1970,258,,-73.952019,40.77895,2.3941491,0.56731331,0.21810183,0.11246847,10128,Second Ave
26 east 63rd street,1901,68,13,-73.969414,40.765911,1.0140803,0.21810183,0.16279966,0.16279966,,Madison Ave
26 east 93rd street,1925,46,10,-73.955856,40.785309,2.5296085,0.24357811,0.34921148,0.34921148,10128,Madison Ave
260 e 72 street,1963,219,,-73.958626,40.768864,1.6578225,0.65865511,0.4082419,0.0205053,10021,Second Ave
27 east 65th street,1963,82,17,-73.968407,40.767342,1.1091503,0.20256752,0.26594752,0.26594752,10065,Madison Ave
27 east 95th street,1930,13,6,-73.954872,40.786751,2.6277852,0.14477985,0.24917047,0.24917047,10128,Madison Ave
275 east 78 street,1931,218,,-73.956108,40.772957,1.9417897,0.54805076,0.23052928,0.23052928,10075,Second Ave
29 east 64th street,1922,43,12,-73.968781,40.76667,1.0644115,0.26843303,0.21126673,0.21126673,10065,Madison Ave
29 east 72nd street,1917,28,12,-73.965157,40.771812,1.4589832,0.26284066,0.39829993,0.39829993,10021,Madison Ave
3 east 66th street,1934,27,9,-73.969162,40.768478,1.2054631,0.078292966,0.34051225,0.34051225,10065,Madison Ave
3 east 69th street,1938,31,13,-73.967491,40.770229,1.3371941,0.059651781,0.27588949,0.27588949,10021,Madison Ave
3 east 71st street,1948,46,13,-73.966766,40.771561,1.4465557,0.14105161,0.3852511,0.3852511,10021,Madison Ave
3 east 75th street,1930,8,5,-73.964958,40.774239,1.660308,0.10439062,0.341755,0.341755,,Madison Ave
3 east 77th street,1927,68,12,-73.963943,40.775471,1.755378,0.086992182,0.23612164,0.23612164,10075,Madison Ave
3 east 78th street,1910,12,6,-73.963493,40.776112,1.8026023,0.10687611,0.28334597,0.28334597,10075,Madison Ave
3 east 84th street,1928,11,9,-73.960716,40.780048,2.6936507,1.0171871,0.74689001,0.45360211,10028,Madison Ave
3 east 85th street,1913,30,9,-73.960312,40.780708,2.170455,0.053438056,0.29328793,0.29328793,10028,Madison Ave
3-5 east 71st street,1948,46,,-73.967239,40.771717,1.4720321,0.11495396,0.41072738,0.41072738,10021,Madison Ave
30 east 62nd street,1958,100,16,-73.969818,40.765259,0.95939952,0.16342103,0.21748045,0.21748045,10065,Madison Ave
30 east 65th street,1962,63,17,-73.968483,40.76717,1.1178496,0.21064536,0.25786969,0.25786969,10065,Madison Ave
30 east 72nd street,1930,23,16,-73.965134,40.771488,1.4720321,0.27526811,0.35791069,0.35791069,10021,Madison Ave
30 east 76th street,1928,,,-73.963333,40.774239,1.6646576,0.1298669,0.21499497,0.21499497,10021,Madison Ave
30 east 85th street,1987,92,30,-73.959549,40.78017,2.1244733,0.10004101,0.24730635,0.24730635,10028,Madison Ave
30 east 95th street,1910,37,7,-73.954903,40.78656,2.6228144,0.14912945,0.24419948,0.24419948,10128,Madison Ave
300 east 62nd street,1986,110,31,-73.962791,40.762241,1.1905502,0.59092546,0.23984988,0.23984988,10065,Second Ave
300 east 64th street,1996,103,27,-73.961761,40.7635,1.298669,0.69842297,0.29763755,0.28334597,10065,Second Ave
300 east 71st street,1961,285,18,-73.958527,40.767872,1.6429095,0.64436352,0.39457169,0.089477673,10021,Second Ave
300 east 74th street,1967,230,36,-73.957237,40.769878,1.7982527,0.65927649,0.38649383,0.13421652,10021,Second Ave
300 east 77th street,2000,90,31,-73.955803,40.77182,1.9461395,0.58595449,0.2348789,0.2348789,10021,Second Ave
300 east 79th street,2008,33,15,-73.95488,40.77306,2.043695,0.5579927,0.33305579,0.24730635,10075,Second Ave
300 east 85th street,1987,200,40,-73.952011,40.776901,2.3612163,0.56669194,0.29515204,0.092584535,10028,Second Ave
300 east 89th street,1987,200,,-73.950043,40.779648,2.5606771,0.59589648,0.38338697,0.18392633,10128,Second Ave
300 east 90th street,1987,31,10,-73.949631,40.780231,2.6147366,0.55177897,0.43806779,0.23052928,10128,Second Ave
300 east 93rd street,1987,221,45,-73.948563,40.782188,2.7588949,0.70401531,0.38835797,0.080778457,10128,Second Ave
300 east 95th street,1987,18,10,-73.947639,40.78344,2.8545864,0.60086745,0.28707421,0.037903737,10128,Second Ave
301 east 61st street,2017,30,19,-73.963303,40.761959,1.1377335,0.53810877,0.18703319,0.18703319,,Second Ave
301 east 62nd street,1959,130,14,-73.962601,40.762451,1.1961426,0.5965178,0.2460636,0.2460636,10065,Second Ave
301 east 63rd street,1959,166,16,-73.962128,40.763062,1.2365317,0.63628566,0.25041321,0.25041321,10065,Second Ave
301 east 64th street,1963,136,18,-73.961761,40.763721,1.2905911,0.69096649,0.28955969,0.27526811,10065,Second Ave
301 east 66th street,1956,199,16,-73.9608,40.76495,1.3893894,0.57974076,0.33616266,0.17709123,10065,Second Ave
301 east 69th street,1963,195,19,-73.959396,40.766819,1.5347906,0.54370117,0.28458872,0.007456473,10021,Second Ave
301 east 75th street,1966,138,19,-73.956581,40.770721,1.845477,0.60956663,0.33554128,0.18330495,10021,Second Ave
301 east 78th street,1963,124,17,-73.955193,40.772621,1.9952278,0.60148883,0.28396735,0.28396735,10075,Second Ave
301 east 79th street,1974,538,36,-73.954399,40.77327,2.0623362,0.56731331,0.35169697,0.25662693,10075,Second Ave
301 east 82nd street,1973,142,,-73.953339,40.775192,2.2015235,0.68537414,0.43558228,0.091963165,10028,Second Ave
301 east 87th street,1973,142,24,-73.950821,40.778542,2.4724422,0.64560628,0.2963948,0.096934147,10128,Second Ave
301 east 94th street,1989,108,31,-73.947701,40.782959,2.8098476,0.65492684,0.3398909,0.005592355,10128,Second Ave
302 e 86th street,1917,,,-73.951416,40.777699,2.4096835,0.58222628,0.23736438,0.011184709,10028,Second Ave
302 east 88th street,1957,59,6,-73.950394,40.778889,2.533958,0.66921842,0.35791069,0.15782867,10128,Second Ave
302 east 96th street,2018,48,21,-73.946709,40.783779,2.9223161,0.56234235,0.25103459,0.050952565,,Second Ave
303 east 60th street,1986,157,39,-73.963669,40.761299,1.1060435,0.60273153,0.17460574,0.17460574,,Second Ave
303 east 77th street,2008,30,19,-73.95565,40.77203,1.9492463,0.58906138,0.23798576,0.23798576,10075,Second Ave
304 east 65th street,1987,126,39,-73.96154,40.764091,1.3378155,0.62820786,0.33740538,0.22555831,10065,Second Ave
304 east 73rd street,1910,40,5,-73.95739,40.769169,1.7597276,0.72327787,0.45173797,0.096934147,10021,Second Ave
305 east 72nd street,1957,178,17,-73.957779,40.769039,1.6913766,0.69220924,0.44117466,0.031068636,10021,Second Ave
305 east 83rd street,1910,40,5,-73.952477,40.775749,2.2723601,0.67853904,0.40699914,0.064001389,10028,Second Ave
305 east 85th street,2009,58,20,-73.951752,40.7771,2.360595,0.56607056,0.29515204,0.091963165,10028,Second Ave
305 east 88th street,1929,90,6,-73.950142,40.779011,2.5370648,0.67232531,0.36101755,0.16093554,10128,Second Ave
305 east 91st street,1920,16,5,-73.948837,40.780918,2.6719027,0.61143076,0.49585545,0.18889731,10128,Second Ave
306 east 82nd street,2008,7,6,-73.953171,40.774979,2.2151937,0.69904435,0.44925249,0.10625474,10028,Second Ave
308 east 72nd street,1996,75,22,-73.958008,40.768478,1.6982117,0.69904435,0.44863111,0.019883927,10021,Second Ave
308 east 73rd street,1910,14,5,-73.957268,40.769119,1.7646986,0.72824883,0.45670897,0.10190513,10021,Second Ave
308 east 79th street,1928,170,17,-73.954491,40.77293,2.0648217,0.57849801,0.35418245,0.26843303,10075,Second Ave
309 east 87th street,1959,122,7,-73.949966,40.778149,2.4991612,0.67232531,0.32311383,0.12427454,10128,Second Ave
31 east 64th   street,1922,43,,-73.969002,40.766735,1.0494986,0.25476283,0.22990791,0.22990791,10065,Madison Ave
31 east 79th street,1925,18,14,-73.962341,40.776581,1.8206221,0.10066238,0.30074441,0.30074441,10075,Madison Ave
310 east 70th street,1959,135,12,-73.958809,40.767021,1.6074913,0.60770255,0.35728931,0.098798268,10021,Second Ave
311 east 71st street,1962,96,13,-73.957916,40.76786,1.6683857,0.6698398,0.41880521,0.11557533,10021,Second Ave
311 east 75th street,1930,64,6,-73.956161,40.770531,1.8759243,0.64001393,0.36598855,0.21375223,10021,Second Ave
311 east 83rd street,1978,16,6,-73.952164,40.775639,2.2791953,0.68537414,0.41383424,0.070836492,10028,Second Ave
313 east 89th street,1950,34,5,-73.949409,40.77953,2.6147366,0.65182,0.43806779,0.23798576,10128,Second Ave
315 east 65th street,1962,132,13,-73.960869,40.764198,1.371991,0.66238332,0.3715809,0.25911242,10065,Second Ave
315 east 68th street,1931,289,17,-73.959908,40.766209,1.4993724,0.60770255,0.24917047,0.090099044,10065,Second Ave
315 east 69th street,1961,135,13,-73.958672,40.766529,1.5751799,0.58409035,0.32497793,0.047845699,10021,Second Ave
315 east 70th street,1960,124,12,-73.958603,40.76733,1.6155691,0.61640173,0.36723128,0.10687611,10021,Second Ave
315 east 72nd street,1958,219,20,-73.957321,40.768532,1.7286589,0.72949159,0.47907838,0.068351001,10021,Second Ave
315 east 77th street,1928,64,6,-73.955238,40.771809,1.9697516,0.60894531,0.25849107,0.25849107,10075,Second Ave
315 east 80th street,1928,60,6,-73.953621,40.773739,2.135658,0.61950862,0.42501897,0.22742242,10075,Second Ave
315 east 85th street,1931,289,,-73.951401,40.776867,2.3842072,0.5896827,0.31876421,0.1161967,10028,Second Ave
315 east 88th street,1929,90,6,-73.949829,40.778881,2.5370648,0.67232531,0.36101755,0.16093554,10128,Second Ave
317 east 73rd street,1910,20,5,-73.956741,40.769119,1.7889321,0.75248235,0.48094249,0.12613867,10021,Second Ave
318   east 90 street,1930,,,-73.948753,40.779926,2.660718,0.59776056,0.48404935,0.27588949,10128,Second Ave
318-320 east 83rd street,1939,31,5,-73.952164,40.775249,2.3028073,0.70898628,0.43744642,0.094448656,10028,Second Ave
319 east 70th street,1960,124,,-73.958824,40.767357,1.5963066,0.59713918,0.34796873,0.088234931,10021,Second Ave
319 east 73rd street,1910,20,5,-73.956627,40.769058,1.7939031,0.75745338,0.48591349,0.13110964,10021,Second Ave
32 east 64th street,1910,26,10,-73.968903,40.76651,1.0650328,0.26967576,0.21064536,0.21064536,10065,Madison Ave
32 east 76th street,1982,30,13,-73.963188,40.774109,1.6739782,0.13856612,0.20629574,0.20629574,,Madison Ave
320 east 72nd street,1930,42,19,-73.957626,40.76833,1.7199597,0.72079235,0.4697578,0.0410106,10021,Second Ave
320 east 82nd street,1900,,6,-73.952667,40.774769,2.2462626,0.73011297,0.48032114,0.13732338,,Second Ave
320 east 86th street,1925,24,5,-73.950897,40.777351,2.4444804,0.61702311,0.27216125,0.045981582,10028,Second Ave
321 east 71st street,1940,39,5,-73.957703,40.767738,1.6832987,0.68475276,0.4330968,0.1298669,10021,Second Ave
321 east 84th street,1940,5,4,-73.95166,40.77623,2.3431966,0.64871311,0.37779462,0.085128061,10028,Second Ave
321 east 89th street,1950,34,5,-73.949089,40.779388,2.6147366,0.65182,0.43806779,0.23798576,10128,Second Ave
322 east 85th street,1905,15,5,-73.951309,40.776699,2.3947706,0.60024607,0.32870618,0.12613867,10028,Second Ave
323 east 89th street,1910,14,5,-73.948898,40.779308,2.6203289,0.65741235,0.44366014,0.24357811,10128,Second Ave
325 east 72nd street,1927,60,16,-73.957001,40.768398,1.7441933,0.74502593,0.49461269,0.08388532,10021,Second Ave
325 east 77th street,1940,59,6,-73.954781,40.77161,1.9964706,0.63628566,0.28521007,0.28521007,10075,Second Ave
325 east 79th street,1929,83,16,-73.953583,40.772888,2.11391,0.61888725,0.4032709,0.30820087,10075,Second Ave
325 east 80th street,1940,48,6,-73.953056,40.773499,2.1636198,0.64747041,0.45298073,0.25538421,10075,Second Ave
325 east 93rd street,1920,10,5,-73.947144,40.781841,2.8179255,0.76304573,0.44738838,0.13980886,10128,Second Ave
326 east 73rd street,1910,20,5,-73.956543,40.768822,1.8081946,0.77174497,0.50020504,0.14540122,10021,Second Ave
327 east 82nd street,1986,2,3,-73.952454,40.77491,2.2512333,0.73508394,0.48529211,0.14229436,,Second Ave
327 east 93rd street,1920,10,5,-73.94706,40.781811,2.820411,0.76553118,0.45049524,0.14229436,10128,Second Ave
328 east 77th street,1908,16,5,-73.955009,40.771488,1.9914997,0.63131469,0.28023911,0.28023911,10021,Second Ave
328 east 94th street,1920,14,5,-73.94664,40.782242,2.8763344,0.72203511,0.40637776,0.097555518,10128,Second Ave
33 east 70th street,1928,62,12,-73.965988,40.770409,1.3657773,0.1708775,0.25662693,0.25662693,,Madison Ave
33 east end avenue,1942,75,12,-73.946991,40.771412,2.5221519,1.047013,0.85314476,0.55426449,10075,York Ave
330 east 65th street,1910,28,6,-73.960457,40.76379,1.3931177,0.68351001,0.39270756,0.28086048,,Second Ave
330 east 70th street,1957,73,7,-73.957588,40.76664,1.6615506,0.66238332,0.41134876,0.15347907,10021,Second Ave
330 east 72nd street,2005,13,15,-73.957443,40.768242,1.7361155,0.73694807,0.48591349,0.057166293,10021,Second Ave
330 east 75th street,1985,197,39,-73.955093,40.76981,1.9480035,0.71209317,0.43806779,0.28583145,10021,Second Ave
330 east 79th street,1941,70,10,-73.953949,40.772701,2.1033468,0.61702311,0.39208621,0.30695814,10075,Second Ave
330 east 80th street,1956,108,7,-73.953491,40.773449,2.165484,0.64933449,0.45422348,0.25724831,10075,Second Ave
330 east 83rd street,1925,84,5,-73.951607,40.775162,2.3313906,0.73756945,0.46540818,0.12241043,10028,Second Ave
330 east 90th street,1930,20,5,-73.948334,40.779671,2.6874371,0.62447959,0.51076841,0.30260852,10128,Second Ave
330 east 94th street,1920,16,5,-73.946564,40.782211,2.8819268,0.72762746,0.41197014,0.10314787,10128,Second Ave
331 east 83rd street,1925,8,3,-73.951469,40.775341,2.3307691,0.73694807,0.46540818,0.12241043,10028,Second Ave
331 east 92nd street,1920,16,5,-73.947357,40.78109,2.7868567,0.72389925,0.51636076,0.20815986,10128,Second Ave
332 east 77th street,1910,19,5,-73.954849,40.77142,2.0008202,0.64001393,0.28955969,0.28955969,10021,Second Ave
332 east 84th street,1920,48,6,-73.951439,40.775928,2.370537,0.6766749,0.40513504,0.11308984,10028,Second Ave
333 east 66th street,1964,191,14,-73.959381,40.764381,1.4813526,0.67232531,0.42874718,0.26967576,10065,Second Ave
333 east 68th street,1928,64,16,-73.9589,40.765789,1.5416257,0.64995587,0.29142383,0.1323524,10065,Second Ave
333 east 69th street,1963,116,13,-73.95813,40.7663,1.6149478,0.62385821,0.3647458,0.087613553,10021,Second Ave
333 east 75th street,1961,123,14,-73.95536,40.770222,1.9219059,0.68599552,0.41197014,0.2597338,10021,Second Ave
333 east 80th street,1920,54,6,-73.952927,40.773441,2.1828823,0.66611159,0.4716219,0.27464676,10075,Second Ave
333 east 91st street,2007,110,32,-73.947281,40.780281,2.7638659,0.70339394,0.58781862,0.28086048,10128,Second Ave
333 east 92nd street,1920,16,5,-73.947281,40.78109,2.7868567,0.72389925,0.51636076,0.20815986,10128,Second Ave
334 east 65th street,1910,28,6,-73.960342,40.763729,1.4011955,0.69158787,0.40078542,0.28893831,,Second Ave
334 east 83rd street,1920,10,5,-73.95153,40.775131,2.3357401,0.74191904,0.47037917,0.12676004,10028,Second Ave
335 east 90th street,1910,10,5,-73.948112,40.7798,2.6942723,0.63131469,0.51760352,0.30944362,10128,Second Ave
336 east 77th street,1910,19,5,-73.954689,40.771358,2.0101409,0.64995587,0.29888028,0.29888028,10021,Second Ave
337 east 62nd street,2013,22,7,-73.961548,40.762138,1.2508233,0.65057725,0.30012304,0.30012304,10065,Second Ave
338 east 67th street,1920,25,6,-73.959084,40.764839,1.5204991,0.64436352,0.36909541,0.21002398,10065,Second Ave
338 east 78th street,1910,8,5,-73.954231,40.77198,2.060472,0.66673297,0.34921148,0.34921148,10075,Second Ave
34 east 64th street,1920,,,-73.968582,40.766457,1.078703,0.28334597,0.19635378,0.19635378,10065,Madison Ave
34 east 75th street,1930,,,-73.963463,40.773472,1.6348317,0.20008202,0.24668498,0.24668498,10021,Madison Ave
340 east 64th street,1965,300,34,-73.960487,40.762959,1.3788261,0.77858001,0.37717324,0.36350304,10065,Second Ave
340 east 72nd street,1930,33,16,-73.957222,40.76815,1.7485429,0.74937552,0.49834093,0.06959375,10021,Second Ave
340 east 74th street,1957,119,13,-73.955818,40.769321,1.8808953,0.74254042,0.46913642,0.21748045,10021,Second Ave
